county,year,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Meru,2023,1646443.793334961,182828.947265625,1020729.775390625,69020.54724121094,99.32225015351894,24.673473879064144,17.9115914587343,6.76188242032984,11.10447547652356,4.1920986018846165
Migori,2023,1284679.2266540527,188479.8828125,678735.0009765625,31770.545989990234,92.98049704064456,32.450135691484064,27.769288830149545,4.680846861334518,14.671357557745829,2.4730333713526784
Mombasa,2023,1407568.9769210815,172064.197265625,947008.97265625,20157.166374206543,103.66097577467217,20.297734149305157,18.169225660344583,2.128508488960568,12.22421068429616,1.432055316983354
Murang'a,2023,1095685.2681884766,115786.693359375,681318.41796875,69371.46154785156,98.82553801007364,27.176449369921365,16.99450511033826,10.181944259583103,10.567513931332488,6.33133104568843
Nairobi,2023,5511816.586151123,660393.9140625,3836332.5546875,55408.17990112305,100.82870894154038,18.65849958938012,17.214198838304164,1.444300751075958,11.981420349178384,1.0052616779800057
Nakuru,2023,2548436.143798828,323534.40625,1554728.283203125,65187.735595703125,100.14698451555456,25.00257736643469,20.80970737751288,4.192869988921811,12.695409576467677,2.557950520138636
Nandi,2023,970827.937072754,116852.5869140625,572785.396484375,29752.613830566406,99.71130403781594,25.5951359173013,20.40076224555947,5.194373671741826,12.036384868197873,3.06466395273674
Narok,2023,1424559.4241638184,231402.158203125,724852.1943359375,26913.13412475586,100.41427669072333,35.63696079647418,31.924047414262247,3.7129133822119313,16.24377012836459,1.8892250943166664
Nyamira,2023,604670.7407531738,65664.5361328125,351833.453125,22842.005401611328,92.68888290447558,25.155806177128664,18.6635283113579,6.492277865770762,10.85955243196011,3.777593963478285
Nyandarua,2023,656830.861907959,72562.40625,403204.2543945313,27391.72470092773,97.65265178914866,24.78994947635737,17.99643864347682,6.793510832880551,11.047350308604727,4.1702858817200505
Nyeri,2023,775208.8737487793,75424.671875,507307.8349609375,45299.8981628418,97.81880940800866,23.797103399189083,14.867633944744352,8.92946945444473,9.729593459148502,5.843573222243849
Samburu,2023,370777.847984314,61318.23828125,185541.923828125,8331.428062438965,102.71769871854475,37.538506072734414,33.0481850226214,4.490321050113021,16.5377296984161,2.247013436140185
Siaya,2023,1104797.6292419434,137413.7353515625,609335.142578125,50079.92318725586,90.88412407821092,30.77020270741715,22.551421336074377,8.218781371342772,12.43791004926838,4.532949914240691
Taita Taveta,2023,379218.9174804688,43623.837890625,237236.9111328125,16320.53955078125,104.34164361492977,25.26772800875305,18.38830124803093,6.879426760722117,11.50360276867564,4.3037250512751175
Tana River,2023,695719.6197662354,115447.322265625,353585.83251953125,15233.261856079102,104.73218359060256,36.958659568037305,32.65043778563949,4.308221782397815,16.593943736187256,2.189569105611473
Tharaka-Nithi,2023,345328.39825439453,36140.59790039063,213466.39306640625,18181.295959472656,97.5778676926262,25.447515685977105,16.930345513051236,8.517170172925873,10.465573663526731,5.264929282207183
Trans Nzoia,2023,1088760.802307129,144116.015625,610193.923828125,28640.331604003903,97.98194414388598,28.311712143116107,23.6180679612263,4.693644181889806,13.236701332341523,2.630543967353882
