county,year,sex,age_code,age_group,population
Kwale,2022,female,45,45-49,17165.47265625
Laikipia,2022,female,45,45-49,13103.71875
Lamu,2022,female,45,45-49,3307.740966796875
Machakos,2022,female,45,45-49,37771.4296875
Makueni,2022,female,45,45-49,27257.31640625
Mandera,2022,female,45,45-49,7800.66796875
Marsabit,2022,female,45,45-49,6964.6728515625
Meru,2022,female,45,45-49,39577.84765625
Migori,2022,female,45,45-49,20427.0859375
Mombasa,2022,female,45,45-49,26269.107421875
Murang'a,2022,female,45,45-49,31207.330078125
Nairobi,2022,female,45,45-49,97692.859375
Nakuru,2022,female,45,45-49,52944.78125
Nandi,2022,female,45,45-49,19739.01953125
Narok,2022,female,45,45-49,22046.078125
Nyamira,2022,female,45,45-49,13813.388671875
Nyandarua,2022,female,45,45-49,18181.96875
Nyeri,2022,female,45,45-49,23559.453125
Samburu,2022,female,45,45-49,5380.83740234375
Siaya,2022,female,45,45-49,19547.8984375
TaitaTaveta,2022,female,45,45-49,8997.96875
TanaRiver,2022,female,45,45-49,9984.130859375
Tharaka-Nithi,2022,female,45,45-49,9291.4697265625
TransNzoia,2022,female,45,45-49,19668.2734375
Turkana,2022,female,45,45-49,13925.388671875
UasinGishu,2022,female,45,45-49,26661.556640625
Vihiga,2022,female,45,45-49,12245.447265625
Wajir,2022,female,45,45-49,7608.44140625
WestPokot,2022,female,45,45-49,10845.4609375
Baringo,2022,female,50,50-54,10076.109375
Bomet,2022,female,50,50-54,12112.318359375
Bungoma,2022,female,50,50-54,34127.38671875
Busia,2022,female,50,50-54,17109.64453125
Elgeyo-Marakwet,2022,female,50,50-54,6076.90380859375
Embu,2022,female,50,50-54,16381.861328125
Garissa,2022,female,50,50-54,11383.2607421875
HomaBay,2022,female,50,50-54,16409.50390625
Isiolo,2022,female,50,50-54,4260.4375
Kajiado,2022,female,50,50-54,20334.08984375
Kakamega,2022,female,50,50-54,30021.837890625
Kericho,2022,female,50,50-54,13140.40234375
Kiambu,2022,female,50,50-54,55553.14453125
Kilifi,2022,female,50,50-54,24167.0234375
Kirinyaga,2022,female,50,50-54,26540.3046875
Kisii,2022,female,50,50-54,17881.970703125
Kisumu,2022,female,50,50-54,18955.05078125
Kitui,2022,female,50,50-54,22388.34375
Kwale,2022,female,50,50-54,11900.798828125
Laikipia,2022,female,50,50-54,11902.37109375
Lamu,2022,female,50,50-54,2611.543212890625
Machakos,2022,female,50,50-54,30833.34375
Makueni,2022,female,50,50-54,20348.681640625
Mandera,2022,female,50,50-54,6788.8056640625
Marsabit,2022,female,50,50-54,6530.0830078125
Meru,2022,female,50,50-54,28871.162109375
Migori,2022,female,50,50-54,16099.671875
Mombasa,2022,female,50,50-54,17999.634765625
Murang'a,2022,female,50,50-54,28475.47265625
Nairobi,2022,female,50,50-54,68373.875
Nakuru,2022,female,50,50-54,42157.984375
Nandi,2022,female,50,50-54,15361.248046875
Narok,2022,female,50,50-54,16401.08203125
Nyamira,2022,female,50,50-54,9142.8466796875
Nyandarua,2022,female,50,50-54,16541.1953125
Nyeri,2022,female,50,50-54,23492.12109375
Samburu,2022,female,50,50-54,3917.61474609375
Siaya,2022,female,50,50-54,19997.705078125
TaitaTaveta,2022,female,50,50-54,7549.482421875
TanaRiver,2022,female,50,50-54,8290.8134765625
Tharaka-Nithi,2022,female,50,50-54,6795.263671875
TransNzoia,2022,female,50,50-54,17001.697265625
Turkana,2022,female,50,50-54,10865.083984375
UasinGishu,2022,female,50,50-54,19297.16796875
Vihiga,2022,female,50,50-54,12444.607421875
Wajir,2022,female,50,50-54,6581.7490234375
WestPokot,2022,female,50,50-54,8186.97802734375
Baringo,2022,female,55,55-59,7358.30810546875
Bomet,2022,female,55,55-59,11053.1640625
Bungoma,2022,female,55,55-59,29135.642578125
Busia,2022,female,55,55-59,14310.427734375
Elgeyo-Marakwet,2022,female,55,55-59,5319.416015625
Embu,2022,female,55,55-59,13331.046875
Garissa,2022,female,55,55-59,4537.39501953125
HomaBay,2022,female,55,55-59,15696.658203125
Isiolo,2022,female,55,55-59,3629.69775390625
Kajiado,2022,female,55,55-59,12901.29296875
Kakamega,2022,female,55,55-59,24911.41796875
Kericho,2022,female,55,55-59,11940.796875
Kiambu,2022,female,55,55-59,36904.76171875
Kilifi,2022,female,55,55-59,18842.896484375
Kirinyaga,2022,female,55,55-59,20469.791015625
Kisii,2022,female,55,55-59,21972.734375
Kisumu,2022,female,55,55-59,16557.294921875
Kitui,2022,female,55,55-59,17456.33203125
Kwale,2022,female,55,55-59,10037.3271484375
Laikipia,2022,female,55,55-59,9039.1337890625
Lamu,2022,female,55,55-59,2209.28173828125
Machakos,2022,female,55,55-59,24792.73046875
Makueni,2022,female,55,55-59,17007.578125
Mandera,2022,female,55,55-59,3783.002197265625
Marsabit,2022,female,55,55-59,4354.2392578125
Meru,2022,female,55,55-59,25828.2265625
Migori,2022,female,55,55-59,13893.4814453125
Mombasa,2022,female,55,55-59,12129.349609375
Murang'a,2022,female,55,55-59,23708.3828125
Nairobi,2022,female,55,55-59,40800.57421875
Nakuru,2022,female,55,55-59,30705.857421875
Nandi,2022,female,55,55-59,12542.380859375
Narok,2022,female,55,55-59,12441.0400390625
Nyamira,2022,female,55,55-59,10522.7626953125
Nyandarua,2022,female,55,55-59,12146.125
Nyeri,2022,female,55,55-59,17374.560546875
Samburu,2022,female,55,55-59,2646.442626953125
Siaya,2022,female,55,55-59,17748.31640625
TaitaTaveta,2022,female,55,55-59,6447.892578125
TanaRiver,2022,female,55,55-59,5779.1572265625
Tharaka-Nithi,2022,female,55,55-59,6266.56298828125
TransNzoia,2022,female,55,55-59,13859.744140625
Turkana,2022,female,55,55-59,7394.9990234375
UasinGishu,2022,female,55,55-59,14993.134765625
Vihiga,2022,female,55,55-59,11117.904296875
Wajir,2022,female,55,55-59,3631.5078125
WestPokot,2022,female,55,55-59,5596.654296875
Baringo,2022,female,60,60-64,5681.4267578125
Bomet,2022,female,60,60-64,7659.0625
Bungoma,2022,female,60,60-64,20716.37890625
Busia,2022,female,60,60-64,10561.96484375
Elgeyo-Marakwet,2022,female,60,60-64,3901.439453125
Embu,2022,female,60,60-64,8500.1015625
Garissa,2022,female,60,60-64,5714.025390625
HomaBay,2022,female,60,60-64,12760.294921875
Isiolo,2022,female,60,60-64,2793.162109375
Kajiado,2022,female,60,60-64,8610.318359375
Kakamega,2022,female,60,60-64,19393.83984375
Kericho,2022,female,60,60-64,8388.580078125
Kiambu,2022,female,60,60-64,21766.69140625
Kilifi,2022,female,60,60-64,19508.529296875
Kirinyaga,2022,female,60,60-64,12229.884765625
Kisii,2022,female,60,60-64,16517.85546875
Kisumu,2022,female,60,60-64,13185.0068359375
Kitui,2022,female,60,60-64,13753.732421875
Kwale,2022,female,60,60-64,10509.138671875
Laikipia,2022,female,60,60-64,6010.58935546875
Lamu,2022,female,60,60-64,1647.956787109375
Machakos,2022,female,60,60-64,19317.9609375
Makueni,2022,female,60,60-64,14481.091796875
Mandera,2022,female,60,60-64,3415.63525390625
Marsabit,2022,female,60,60-64,3667.609130859375
Meru,2022,female,60,60-64,18953.28515625
Migori,2022,female,60,60-64,10678.576171875
Mombasa,2022,female,60,60-64,7992.10107421875
Murang'a,2022,female,60,60-64,15863.794921875
Nairobi,2022,female,60,60-64,22372.59765625
Nakuru,2022,female,60,60-64,19296.333984375
Nandi,2022,female,60,60-64,8530.1318359375
Narok,2022,female,60,60-64,8917.04296875
Nyamira,2022,female,60,60-64,7837.89013671875
Nyandarua,2022,female,60,60-64,7125.888671875
Nyeri,2022,female,60,60-64,10930.25390625
Samburu,2022,female,60,60-64,2748.000244140625
Siaya,2022,female,60,60-64,15237.353515625
TaitaTaveta,2022,female,60,60-64,4824.900390625
TanaRiver,2022,female,60,60-64,5277.71044921875
Tharaka-Nithi,2022,female,60,60-64,4641.3994140625
TransNzoia,2022,female,60,60-64,9541.453125
Turkana,2022,female,60,60-64,6666.22998046875
UasinGishu,2022,female,60,60-64,9569.013671875
Vihiga,2022,female,60,60-64,9398.2509765625
Wajir,2022,female,60,60-64,2975.4072265625
WestPokot,2022,female,60,60-64,5136.12744140625
Baringo,2022,female,65,65-69,4076.92578125
Bomet,2022,female,65,65-69,5170.65625
Bungoma,2022,female,65,65-69,13212.890625
Busia,2022,female,65,65-69,6964.24169921875
Elgeyo-Marakwet,2022,female,65,65-69,2763.579345703125
Embu,2022,female,65,65-69,6517.15234375
Garissa,2022,female,65,65-69,1941.979736328125
HomaBay,2022,female,65,65-69,9056.740234375
Isiolo,2022,female,65,65-69,1528.4344482421875
Kajiado,2022,female,65,65-69,4856.04296875
Kakamega,2022,female,65,65-69,12878.1357421875
Kericho,2022,female,65,65-69,5360.6103515625
Kiambu,2022,female,65,65-69,14804.173828125
Kilifi,2022,female,65,65-69,11112.6669921875
Kirinyaga,2022,female,65,65-69,9317.3623046875
Kisii,2022,female,65,65-69,10274.416015625
Kisumu,2022,female,65,65-69,8947.349609375
Kitui,2022,female,65,65-69,11067.720703125
Kwale,2022,female,65,65-69,6574.1298828125
Laikipia,2022,female,65,65-69,4315.4013671875
Lamu,2022,female,65,65-69,1071.582763671875
Machakos,2022,female,65,65-69,13721.451171875
Makueni,2022,female,65,65-69,11306.73046875
Mandera,2022,female,65,65-69,1485.0667724609375
Marsabit,2022,female,65,65-69,2061.4560546875
Meru,2022,female,65,65-69,13784.291015625
Migori,2022,female,65,65-69,7278.30078125
Mombasa,2022,female,65,65-69,4664.76611328125
Murang'a,2022,female,65,65-69,12939.240234375
Nairobi,2022,female,65,65-69,12342.5908203125
Nakuru,2022,female,65,65-69,13032.4853515625
Nandi,2022,female,65,65-69,6031.2724609375
Narok,2022,female,65,65-69,5072.7255859375
Nyamira,2022,female,65,65-69,4862.7666015625
Nyandarua,2022,female,65,65-69,5075.09765625
Nyeri,2022,female,65,65-69,8071.61474609375
Samburu,2022,female,65,65-69,1576.861328125
Siaya,2022,female,65,65-69,11461.125
TaitaTaveta,2022,female,65,65-69,3351.3212890625
TanaRiver,2022,female,65,65-69,2920.13916015625
Tharaka-Nithi,2022,female,65,65-69,3551.59765625
TransNzoia,2022,female,65,65-69,6014.9794921875
Turkana,2022,female,65,65-69,4328.0888671875
UasinGishu,2022,female,65,65-69,6302.2509765625
Vihiga,2022,female,65,65-69,6846.509765625
Wajir,2022,female,65,65-69,1337.5626220703125
WestPokot,2022,female,65,65-69,3851.77294921875
Baringo,2022,female,70,70-74,2780.79931640625
Bomet,2022,female,70,70-74,3376.1240234375
Bungoma,2022,female,70,70-74,7804.58837890625
Busia,2022,female,70,70-74,4457.6298828125
Elgeyo-Marakwet,2022,female,70,70-74,1932.989501953125
Embu,2022,female,70,70-74,4356.2744140625
Garissa,2022,female,70,70-74,2483.30908203125
HomaBay,2022,female,70,70-74,5975.55078125
Isiolo,2022,female,70,70-74,1188.18603515625
Kajiado,2022,female,70,70-74,3124.7900390625
Kakamega,2022,female,70,70-74,7681.5
Kericho,2022,female,70,70-74,3260.38525390625
Kiambu,2022,female,70,70-74,9702.6865234375
Kilifi,2022,female,70,70-74,6901.6845703125
Kirinyaga,2022,female,70,70-74,6559.49072265625
Kisii,2022,female,70,70-74,6042.4990234375
Kisumu,2022,female,70,70-74,5481.9345703125
Kitui,2022,female,70,70-74,8448.4248046875
Kwale,2022,female,70,70-74,4190.0947265625
Laikipia,2022,female,70,70-74,2955.47998046875
Lamu,2022,female,70,70-74,665.1019897460938
Machakos,2022,female,70,70-74,8078.3583984375
Makueni,2022,female,70,70-74,6946.59765625
Mandera,2022,female,70,70-74,1371.2021484375
Marsabit,2022,female,70,70-74,1843.54736328125
Meru,2022,female,70,70-74,9846.84375
Migori,2022,female,70,70-74,4493.71630859375
Mombasa,2022,female,70,70-74,2560.6923828125
Murang'a,2022,female,70,70-74,9368.0078125
Nairobi,2022,female,70,70-74,6622.4169921875
Nakuru,2022,female,70,70-74,8388.4912109375
Nandi,2022,female,70,70-74,3599.762451171875
Narok,2022,female,70,70-74,3594.089111328125
Nyamira,2022,female,70,70-74,3114.85107421875
Nyandarua,2022,female,70,70-74,3788.35498046875
Nyeri,2022,female,70,70-74,6359.70361328125
Samburu,2022,female,70,70-74,1256.9356689453125
Siaya,2022,female,70,70-74,7554.03125
TaitaTaveta,2022,female,70,70-74,2139.435546875
TanaRiver,2022,female,70,70-74,2110.56298828125
Tharaka-Nithi,2022,female,70,70-74,2543.953369140625
TransNzoia,2022,female,70,70-74,3639.6376953125
Turkana,2022,female,70,70-74,3182.9541015625
UasinGishu,2022,female,70,70-74,3655.16455078125
Vihiga,2022,female,70,70-74,4290.8115234375
Wajir,2022,female,70,70-74,1137.518310546875
WestPokot,2022,female,70,70-74,2498.377685546875
Baringo,2022,female,75,75-79,1722.26318359375
Bomet,2022,female,75,75-79,2499.99560546875
Bungoma,2022,female,75,75-79,5850.40283203125
Busia,2022,female,75,75-79,3128.972900390625
Elgeyo-Marakwet,2022,female,75,75-79,1368.5770263671875
Embu,2022,female,75,75-79,2835.93505859375
Garissa,2022,female,75,75-79,977.291259765625
HomaBay,2022,female,75,75-79,3854.326171875
Isiolo,2022,female,75,75-79,622.8002319335938
Kajiado,2022,female,75,75-79,1920.967041015625
Kakamega,2022,female,75,75-79,5987.296875
Kericho,2022,female,75,75-79,2188.6142578125
Kiambu,2022,female,75,75-79,7379.8330078125
Kilifi,2022,female,75,75-79,4547.6318359375
Kirinyaga,2022,female,75,75-79,4092.49658203125
Kisii,2022,female,75,75-79,3690.44921875
Kisumu,2022,female,75,75-79,3680.982666015625
Kitui,2022,female,75,75-79,5107.8271484375
Kwale,2022,female,75,75-79,2227.433349609375
Laikipia,2022,female,75,75-79,2139.25048828125
Lamu,2022,female,75,75-79,360.0816345214844
Machakos,2022,female,75,75-79,5813.6455078125
Makueni,2022,female,75,75-79,4811.89306640625
Mandera,2022,female,75,75-79,539.9088134765625
Marsabit,2022,female,75,75-79,811.0721435546875
Meru,2022,female,75,75-79,5724.1279296875
Migori,2022,female,75,75-79,3113.19189453125
Mombasa,2022,female,75,75-79,1432.608642578125
Murang'a,2022,female,75,75-79,7565.4970703125
Nairobi,2022,female,75,75-79,3894.8251953125
Nakuru,2022,female,75,75-79,6246.3115234375
Nandi,2022,female,75,75-79,2804.326904296875
Narok,2022,female,75,75-79,2209.98291015625
Nyamira,2022,female,75,75-79,1862.3321533203125
Nyandarua,2022,female,75,75-79,3357.7099609375
Nyeri,2022,female,75,75-79,5125.16748046875
Samburu,2022,female,75,75-79,710.3074951171875
Siaya,2022,female,75,75-79,5329.55029296875
TaitaTaveta,2022,female,75,75-79,1425.062744140625
TanaRiver,2022,female,75,75-79,1025.19921875
Tharaka-Nithi,2022,female,75,75-79,1602.078125
TransNzoia,2022,female,75,75-79,2621.990234375
Turkana,2022,female,75,75-79,1793.2861328125
UasinGishu,2022,female,75,75-79,2941.93798828125
Vihiga,2022,female,75,75-79,3392.04052734375
Wajir,2022,female,75,75-79,484.1861877441406
WestPokot,2022,female,75,75-79,1404.7703857421875
Baringo,2022,female,80,80-84,1147.7215576171875
Bomet,2022,female,80,80-84,1866.115478515625
Bungoma,2022,female,80,80-84,3734.989501953125
Busia,2022,female,80,80-84,2005.4390869140625
Elgeyo-Marakwet,2022,female,80,80-84,893.5074462890625
Embu,2022,female,80,80-84,2284.38623046875
Garissa,2022,female,80,80-84,652.2616577148438
HomaBay,2022,female,80,80-84,2384.5009765625
Isiolo,2022,female,80,80-84,425.73016357421875
Kajiado,2022,female,80,80-84,1231.12841796875
Kakamega,2022,female,80,80-84,3584.859619140625
Kericho,2022,female,80,80-84,1603.075439453125
Kiambu,2022,female,80,80-84,5090.60595703125
Kilifi,2022,female,80,80-84,2700.6669921875
Kirinyaga,2022,female,80,80-84,3257.5205078125
Kisii,2022,female,80,80-84,2558.84765625
Kisumu,2022,female,80,80-84,2255.0078125
Kitui,2022,female,80,80-84,3644.90185546875
Kwale,2022,female,80,80-84,1350.256103515625
Laikipia,2022,female,80,80-84,1283.384521484375
Lamu,2022,female,80,80-84,205.365478515625
Machakos,2022,female,80,80-84,4538.837890625
Makueni,2022,female,80,80-84,3766.212646484375
Mandera,2022,female,80,80-84,317.24859619140625
Marsabit,2022,female,80,80-84,494.1817932128906
Meru,2022,female,80,80-84,4215.009765625
Migori,2022,female,80,80-84,1958.959228515625
Mombasa,2022,female,80,80-84,802.29345703125
Murang'a,2022,female,80,80-84,5458.7509765625
Nairobi,2022,female,80,80-84,2268.395751953125
Nakuru,2022,female,80,80-84,4035.17626953125
Nandi,2022,female,80,80-84,1919.3876953125
Narok,2022,female,80,80-84,1432.25
Nyamira,2022,female,80,80-84,1247.4813232421875
Nyandarua,2022,female,80,80-84,1979.9786376953125
Nyeri,2022,female,80,80-84,3407.208740234375
Samburu,2022,female,80,80-84,427.9358215332031
Siaya,2022,female,80,80-84,3412.1435546875
TaitaTaveta,2022,female,80,80-84,985.38330078125
TanaRiver,2022,female,80,80-84,604.5751953125
Tharaka-Nithi,2022,female,80,80-84,1171.164794921875
TransNzoia,2022,female,80,80-84,1673.8681640625
Turkana,2022,female,80,80-84,904.4725341796875
UasinGishu,2022,female,80,80-84,1963.3031005859375
Vihiga,2022,female,80,80-84,2278.6435546875
Wajir,2022,female,80,80-84,274.52886962890625
WestPokot,2022,female,80,80-84,803.2359619140625
Baringo,2022,female,85,85-89,731.5687866210938
Bomet,2022,female,85,85-89,1081.040283203125
Bungoma,2022,female,85,85-89,1755.4696044921875
Busia,2022,female,85,85-89,1038.7232666015625
Elgeyo-Marakwet,2022,female,85,85-89,479.1881408691406
Embu,2022,female,85,85-89,1607.0401611328125
Garissa,2022,female,85,85-89,1115.2015380859375
HomaBay,2022,female,85,85-89,1263.06103515625
Isiolo,2022,female,85,85-89,358.8083190917969
Kajiado,2022,female,85,85-89,749.494873046875
Kakamega,2022,female,85,85-89,1513.0283203125
Kericho,2022,female,85,85-89,1003.1913452148438
Kiambu,2022,female,85,85-89,2627.47509765625
Kilifi,2022,female,85,85-89,1390.75244140625
Kirinyaga,2022,female,85,85-89,2369.431640625
Kisii,2022,female,85,85-89,1581.89208984375
Kisumu,2022,female,85,85-89,1111.6129150390625
Kitui,2022,female,85,85-89,2612.46923828125
Kwale,2022,female,85,85-89,844.1033935546875
Laikipia,2022,female,85,85-89,599.665283203125
Lamu,2022,female,85,85-89,118.82121276855469
Machakos,2022,female,85,85-89,2752.056640625
Makueni,2022,female,85,85-89,2361.5478515625
Mandera,2022,female,85,85-89,361.655029296875
Marsabit,2022,female,85,85-89,483.44012451171875
Meru,2022,female,85,85-89,2962.597412109375
Migori,2022,female,85,85-89,1000.733642578125
Mombasa,2022,female,85,85-89,414.6827087402344
Murang'a,2022,female,85,85-89,2746.24267578125
Nairobi,2022,female,85,85-89,1149.64697265625
Nakuru,2022,female,85,85-89,1944.58935546875
Nandi,2022,female,85,85-89,935.35888671875
Narok,2022,female,85,85-89,899.7109985351562
Nyamira,2022,female,85,85-89,772.9755249023438
Nyandarua,2022,female,85,85-89,789.3190307617188
Nyeri,2022,female,85,85-89,1705.1771240234375
Samburu,2022,female,85,85-89,295.1388244628906
Siaya,2022,female,85,85-89,1694.8203125
TaitaTaveta,2022,female,85,85-89,588.9627685546875
TanaRiver,2022,female,85,85-89,510.4895324707031
Tharaka-Nithi,2022,female,85,85-89,783.7044677734375
TransNzoia,2022,female,85,85-89,815.6349487304688
Turkana,2022,female,85,85-89,465.15081787109375
UasinGishu,2022,female,85,85-89,902.43212890625
Vihiga,2022,female,85,85-89,1090.1072998046875
Wajir,2022,female,85,85-89,269.58697509765625
WestPokot,2022,female,85,85-89,454.35302734375
Baringo,2022,female,90,90+,564.60400390625
Bomet,2022,female,90,90+,626.55322265625
Bungoma,2022,female,90,90+,981.086181640625
Busia,2022,female,90,90+,627.6654052734375
Elgeyo-Marakwet,2022,female,90,90+,304.023681640625
Embu,2022,female,90,90+,1045.603271484375
Garissa,2022,female,90,90+,1312.178466796875
HomaBay,2022,female,90,90+,780.5081787109375
Isiolo,2022,female,90,90+,317.82275390625
Kajiado,2022,female,90,90+,531.3475341796875
Kakamega,2022,female,90,90+,776.296875
Kericho,2022,female,90,90+,681.9558715820312
Kiambu,2022,female,90,90+,1491.879150390625
Kilifi,2022,female,90,90+,799.1986083984375
Kirinyaga,2022,female,90,90+,1542.9232177734375
Kisii,2022,female,90,90+,1061.4725341796875
Kisumu,2022,female,90,90+,641.7020874023438
Kitui,2022,female,90,90+,2020.637939453125
Kwale,2022,female,90,90+,571.2548217773438
Laikipia,2022,female,90,90+,357.64410400390625
Lamu,2022,female,90,90+,99.622802734375
Machakos,2022,female,90,90+,1662.00146484375
Makueni,2022,female,90,90+,1412.1671142578125
Mandera,2022,female,90,90+,469.6642150878906
Marsabit,2022,female,90,90+,537.178466796875
Meru,2022,female,90,90+,1887.0640869140625
Migori,2022,female,90,90+,633.5587158203125
Mombasa,2022,female,90,90+,289.07623291015625
Murang'a,2022,female,90,90+,1321.37255859375
Nairobi,2022,female,90,90+,732.4116821289062
Nakuru,2022,female,90,90+,1078.355712890625
Nandi,2022,female,90,90+,521.8599243164062
Narok,2022,female,90,90+,619.3507690429688
Nyamira,2022,female,90,90+,513.0145263671875
Nyandarua,2022,female,90,90+,404.51806640625
Nyeri,2022,female,90,90+,939.7467041015625
Samburu,2022,female,90,90+,231.38037109375
Siaya,2022,female,90,90+,904.410888671875
TaitaTaveta,2022,female,90,90+,406.903076171875
TanaRiver,2022,female,90,90+,491.21319580078125
Tharaka-Nithi,2022,female,90,90+,529.2537841796875
TransNzoia,2022,female,90,90+,458.9097900390625
Turkana,2022,female,90,90+,331.13433837890625
UasinGishu,2022,female,90,90+,484.34027099609375
Vihiga,2022,female,90,90+,574.9801635742188
Wajir,2022,female,90,90+,354.36932373046875
WestPokot,2022,female,90,90+,337.9110107421875
Baringo,2022,male,00,0-1,10670.267578125
Bomet,2022,male,00,0-1,12805.5185546875
Bungoma,2022,male,00,0-1,28562.4375
Busia,2022,male,00,0-1,12745.513671875
Elgeyo-Marakwet,2022,male,00,0-1,6202.9638671875
Embu,2022,male,00,0-1,7182.19970703125
Garissa,2022,male,00,0-1,17169.232421875
HomaBay,2022,male,00,0-1,17008.05078125
Isiolo,2022,male,00,0-1,6358.5244140625
Kajiado,2022,male,00,0-1,21679.693359375
Kakamega,2022,male,00,0-1,20733.56640625
Kericho,2022,male,00,0-1,12395.193359375
Kiambu,2022,male,00,0-1,35781.1796875
Kilifi,2022,male,00,0-1,23952.130859375
Kirinyaga,2022,male,00,0-1,8944.65625
Kisii,2022,male,00,0-1,15423.109375
Kisumu,2022,male,00,0-1,16398.66015625
Kitui,2022,male,00,0-1,13891.47265625
Kwale,2022,male,00,0-1,15891.75
Laikipia,2022,male,00,0-1,7851.294921875
Lamu,2022,male,00,0-1,2408.342041015625
Machakos,2022,male,00,0-1,18355.865234375
Makueni,2022,male,00,0-1,10683.841796875
Mandera,2022,male,00,0-1,17238.00390625
Marsabit,2022,male,00,0-1,8907.9541015625
Meru,2022,male,00,0-1,18764.25390625
Migori,2022,male,00,0-1,19096.505859375
Mombasa,2022,male,00,0-1,17780.326171875
Murang'a,2022,male,00,0-1,11958.083984375
Nairobi,2022,male,00,0-1,68039.0234375
Nakuru,2022,male,00,0-1,33407.83203125
Nandi,2022,male,00,0-1,12005.904296875
Narok,2022,male,00,0-1,23708.423828125
Nyamira,2022,male,00,0-1,6710.04736328125
Nyandarua,2022,male,00,0-1,7505.4541015625
Nyeri,2022,male,00,0-1,7835.478515625
Samburu,2022,male,00,0-1,6280.5576171875
Siaya,2022,male,00,0-1,14045.5908203125
TaitaTaveta,2022,male,00,0-1,4476.27587890625
TanaRiver,2022,male,00,0-1,12117.041015625
Tharaka-Nithi,2022,male,00,0-1,3695.07861328125
TransNzoia,2022,male,00,0-1,14839.1181640625
Turkana,2022,male,00,0-1,15169.34375
UasinGishu,2022,male,00,0-1,16829.228515625
Vihiga,2022,male,00,0-1,6672.578125
Wajir,2022,male,00,0-1,14067.232421875
WestPokot,2022,male,00,0-1,13842.1953125
Baringo,2022,male,01,1-4,41314.8828125
Bomet,2022,male,01,1-4,49582.5078125
Bungoma,2022,male,01,1-4,110588.6875
Busia,2022,male,01,1-4,49340.8515625
Elgeyo-Marakwet,2022,male,01,1-4,24017.654296875
Embu,2022,male,01,1-4,27809.21875
Garissa,2022,male,01,1-4,66477.7109375
HomaBay,2022,male,01,1-4,65854.5625
Isiolo,2022,male,01,1-4,24619.982421875
Kajiado,2022,male,01,1-4,83931.0625
Kakamega,2022,male,01,1-4,80279.625
Kericho,2022,male,01,1-4,47993.75
Kiambu,2022,male,01,1-4,138543.453125
Kilifi,2022,male,01,1-4,92741.796875
Kirinyaga,2022,male,01,1-4,34633.390625
Kisii,2022,male,01,1-4,59717.72265625
Kisumu,2022,male,01,1-4,63495.03125
Kitui,2022,male,01,1-4,53787.28515625
Kwale,2022,male,01,1-4,61531.6328125
Laikipia,2022,male,01,1-4,30399.93359375
Lamu,2022,male,01,1-4,9325.0146484375
Machakos,2022,male,01,1-4,71073.25
Makueni,2022,male,01,1-4,41367.453125
Mandera,2022,male,01,1-4,66723.9375
Marsabit,2022,male,01,1-4,34491.203125
Meru,2022,male,01,1-4,72654.515625
Migori,2022,male,01,1-4,73929.1875
Mombasa,2022,male,01,1-4,68844.7890625
Murang'a,2022,male,01,1-4,46301.2734375
Nairobi,2022,male,01,1-4,263444.6875
Nakuru,2022,male,01,1-4,129353.9296875
Nandi,2022,male,01,1-4,46486.4296875
Narok,2022,male,01,1-4,91797.546875
Nyamira,2022,male,01,1-4,25981.0625
Nyandarua,2022,male,01,1-4,29060.849609375
Nyeri,2022,male,01,1-4,30338.69140625
Samburu,2022,male,01,1-4,24318.09765625
Siaya,2022,male,01,1-4,54384.0234375
TaitaTaveta,2022,male,01,1-4,17330.859375
TanaRiver,2022,male,01,1-4,46916.75
Tharaka-Nithi,2022,male,01,1-4,14307.212890625
TransNzoia,2022,male,01,1-4,57455.87890625
Turkana,2022,male,01,1-4,58734.78125
UasinGishu,2022,male,01,1-4,65162.16796875
Vihiga,2022,male,01,1-4,25835.982421875
Wajir,2022,male,01,1-4,54467.82421875
WestPokot,2022,male,01,1-4,53593.015625
Baringo,2022,male,05,5-9,51936.3359375
Bomet,2022,male,05,5-9,65687.3046875
Bungoma,2022,male,05,5-9,153514.71875
Busia,2022,male,05,5-9,65782.5
Elgeyo-Marakwet,2022,male,05,5-9,30820.19921875
Embu,2022,male,05,5-9,32786.7109375
Garissa,2022,male,05,5-9,94484.265625
HomaBay,2022,male,05,5-9,83950.5703125
Isiolo,2022,male,05,5-9,30712.548828125
Kajiado,2022,male,05,5-9,92656.03125
Kakamega,2022,male,05,5-9,114608.6484375
Kericho,2022,male,05,5-9,61925.23046875
Kiambu,2022,male,05,5-9,142158.5625
Kilifi,2022,male,05,5-9,113827.21875
Kirinyaga,2022,male,05,5-9,41108.31640625
Kisii,2022,male,05,5-9,85268.5546875
Kisumu,2022,male,05,5-9,79911.9609375
Kitui,2022,male,05,5-9,73908.84375
Kwale,2022,male,05,5-9,74807.90625
Laikipia,2022,male,05,5-9,35625.0234375
Lamu,2022,male,05,5-9,11059.59375
Machakos,2022,male,05,5-9,85415.140625
Makueni,2022,male,05,5-9,57338.09375
Mandera,2022,male,05,5-9,84117.96875
Marsabit,2022,male,05,5-9,45201.1796875
Meru,2022,male,05,5-9,89598.078125
Migori,2022,male,05,5-9,94231.3359375
Mombasa,2022,male,05,5-9,71097.984375
Murang'a,2022,male,05,5-9,57176.6484375
Nairobi,2022,male,05,5-9,256506.09375
Nakuru,2022,male,05,5-9,151754.03125
Nandi,2022,male,05,5-9,60966.03125
