county,year,sex,age_code,age_group,population
Marsabit,2024,male,85,85-89,399.4739990234375
Meru,2024,male,85,85-89,1196.7430419921875
Migori,2024,male,85,85-89,494.67791748046875
Mombasa,2024,male,85,85-89,163.6007080078125
Murang'a,2024,male,85,85-89,1078.84375
Nairobi,2024,male,85,85-89,482.73455810546875
Nakuru,2024,male,85,85-89,964.8782958984375
Nandi,2024,male,85,85-89,516.6624755859375
Narok,2024,male,85,85-89,470.06280517578125
Nyamira,2024,male,85,85-89,381.3427734375
Nyandarua,2024,male,85,85-89,473.42822265625
Nyeri,2024,male,85,85-89,750.8799438476562
Samburu,2024,male,85,85-89,165.72537231445312
Siaya,2024,male,85,85-89,751.9081420898438
TaitaTaveta,2024,male,85,85-89,230.7556610107422
TanaRiver,2024,male,85,85-89,335.7717590332031
Tharaka-Nithi,2024,male,85,85-89,337.22265625
TransNzoia,2024,male,85,85-89,458.67578125
Turkana,2024,male,85,85-89,244.07342529296875
UasinGishu,2024,male,85,85-89,484.0372314453125
Vihiga,2024,male,85,85-89,550.40478515625
Wajir,2024,male,85,85-89,234.76324462890625
WestPokot,2024,male,85,85-89,194.29432678222656
Baringo,2024,male,90,90+,207.45416259765625
Bomet,2024,male,90,90+,271.1328125
Bungoma,2024,male,90,90+,523.1304321289062
Busia,2024,male,90,90+,285.091552734375
Elgeyo-Marakwet,2024,male,90,90+,118.7125244140625
Embu,2024,male,90,90+,323.9239196777344
Garissa,2024,male,90,90+,700.81640625
HomaBay,2024,male,90,90+,373.2579650878906
Isiolo,2024,male,90,90+,148.6402130126953
Kajiado,2024,male,90,90+,203.918212890625
Kakamega,2024,male,90,90+,465.40997314453125
Kericho,2024,male,90,90+,272.0492248535156
Kiambu,2024,male,90,90+,526.9774780273438
Kilifi,2024,male,90,90+,254.48553466796875
Kirinyaga,2024,male,90,90+,441.0920104980469
Kisii,2024,male,90,90+,440.8769226074219
Kisumu,2024,male,90,90+,301.2891845703125
Kitui,2024,male,90,90+,736.7841796875
Kwale,2024,male,90,90+,186.7419891357422
Laikipia,2024,male,90,90+,176.31231689453125
Lamu,2024,male,90,90+,38.042999267578125
Machakos,2024,male,90,90+,761.6698608398438
Makueni,2024,male,90,90+,680.4732055664062
Mandera,2024,male,90,90+,276.4250183105469
Marsabit,2024,male,90,90+,348.91748046875
Meru,2024,male,90,90+,682.2674560546875
Migori,2024,male,90,90+,299.58819580078125
Mombasa,2024,male,90,90+,81.12882232666016
Murang'a,2024,male,90,90+,541.3617553710938
Nairobi,2024,male,90,90+,242.11404418945312
Nakuru,2024,male,90,90+,502.72760009765625
Nandi,2024,male,90,90+,250.51010131835938
Narok,2024,male,90,90+,261.4795837402344
Nyamira,2024,male,90,90+,233.85304260253906
Nyandarua,2024,male,90,90+,266.67828369140625
Nyeri,2024,male,90,90+,420.9688720703125
Samburu,2024,male,90,90+,109.85845947265625
Siaya,2024,male,90,90+,422.9984436035156
TaitaTaveta,2024,male,90,90+,121.2303237915039
TanaRiver,2024,male,90,90+,236.29344177246094
Tharaka-Nithi,2024,male,90,90+,200.63992309570312
TransNzoia,2024,male,90,90+,246.0557403564453
Turkana,2024,male,90,90+,157.11204528808594
UasinGishu,2024,male,90,90+,239.17791748046875
Vihiga,2024,male,90,90+,291.7005310058594
Wajir,2024,male,90,90+,199.89474487304688
WestPokot,2024,male,90,90+,110.88298034667969
Baringo,2025,female,00,0-1,10612.3232421875
Bomet,2025,female,00,0-1,12888.9697265625
Bungoma,2025,female,00,0-1,29818.578125
Busia,2025,female,00,0-1,13343.6640625
Elgeyo-Marakwet,2025,female,00,0-1,6370.646484375
Embu,2025,female,00,0-1,7181.41162109375
Garissa,2025,female,00,0-1,16178.0009765625
HomaBay,2025,female,00,0-1,17551.96484375
Isiolo,2025,female,00,0-1,6493.21533203125
Kajiado,2025,female,00,0-1,21968.349609375
Kakamega,2025,female,00,0-1,21689.00390625
Kericho,2025,female,00,0-1,12549.32421875
Kiambu,2025,female,00,0-1,36156.0390625
Kilifi,2025,female,00,0-1,24521.591796875
Kirinyaga,2025,female,00,0-1,9141.4130859375
Kisii,2025,female,00,0-1,15907.8203125
Kisumu,2025,female,00,0-1,17084.9765625
Kitui,2025,female,00,0-1,14120.939453125
Kwale,2025,female,00,0-1,16277.65625
Laikipia,2025,female,00,0-1,7897.3330078125
Lamu,2025,female,00,0-1,2364.801513671875
Machakos,2025,female,00,0-1,18499.546875
Makueni,2025,female,00,0-1,10742.080078125
Mandera,2025,female,00,0-1,20929.953125
Marsabit,2025,female,00,0-1,8950.484375
Meru,2025,female,00,0-1,19184.123046875
Migori,2025,female,00,0-1,20103.017578125
Mombasa,2025,female,00,0-1,17916.021484375
Murang'a,2025,female,00,0-1,12054.458984375
Nairobi,2025,female,00,0-1,68952.546875
Nakuru,2025,female,00,0-1,33762.93359375
Nandi,2025,female,00,0-1,12264.2890625
Narok,2025,female,00,0-1,24410.439453125
Nyamira,2025,female,00,0-1,6929.8505859375
Nyandarua,2025,female,00,0-1,7552.484375
Nyeri,2025,female,00,0-1,7799.75
Samburu,2025,female,00,0-1,6469.4013671875
Siaya,2025,female,00,0-1,14504.1279296875
TaitaTaveta,2025,female,00,0-1,4575.6435546875
TanaRiver,2025,female,00,0-1,11878.8515625
Tharaka-Nithi,2025,female,00,0-1,3805.3154296875
TransNzoia,2025,female,00,0-1,15105.18359375
Turkana,2025,female,00,0-1,15530.916015625
UasinGishu,2025,female,00,0-1,17218.453125
Vihiga,2025,female,00,0-1,6979.76123046875
Wajir,2025,female,00,0-1,14629.4296875
WestPokot,2025,female,00,0-1,14307.263671875
Baringo,2025,female,01,1-4,40564.9140625
Bomet,2025,female,01,1-4,49267.25390625
Bungoma,2025,female,01,1-4,113980.3203125
Busia,2025,female,01,1-4,51006.97265625
Elgeyo-Marakwet,2025,female,01,1-4,24351.384765625
Embu,2025,female,01,1-4,27450.48046875
Garissa,2025,female,01,1-4,61838.7578125
HomaBay,2025,female,01,1-4,67091.2578125
Isiolo,2025,female,01,1-4,24819.89453125
Kajiado,2025,female,01,1-4,83968.3828125
Kakamega,2025,female,01,1-4,82904.8125
Kericho,2025,female,01,1-4,47968.984375
Kiambu,2025,female,01,1-4,138204.125
Kilifi,2025,female,01,1-4,93732.1953125
Kirinyaga,2025,female,01,1-4,34942.46484375
Kisii,2025,female,01,1-4,60806.609375
Kisumu,2025,female,01,1-4,65306.21875
Kitui,2025,female,01,1-4,53976.375
Kwale,2025,female,01,1-4,62220.05859375
Laikipia,2025,female,01,1-4,30187.044921875
Lamu,2025,female,01,1-4,9039.30078125
Machakos,2025,female,01,1-4,70713.328125
Makueni,2025,female,01,1-4,41060.90625
Mandera,2025,female,01,1-4,79989.8046875
Marsabit,2025,female,01,1-4,34212.65625
Meru,2025,female,01,1-4,73330.078125
Migori,2025,female,01,1-4,76838.09375
Mombasa,2025,female,01,1-4,68482.8359375
Murang'a,2025,female,01,1-4,46077.390625
Nairobi,2025,female,01,1-4,263566.65625
Nakuru,2025,female,01,1-4,129056.6328125
Nandi,2025,female,01,1-4,46879.453125
Narok,2025,female,01,1-4,93307.1015625
Nyamira,2025,female,01,1-4,26488.908203125
Nyandarua,2025,female,01,1-4,28868.8828125
Nyeri,2025,female,01,1-4,29814.041015625
Samburu,2025,female,01,1-4,24728.86328125
Siaya,2025,female,01,1-4,55441.09375
TaitaTaveta,2025,female,01,1-4,17489.73828125
TanaRiver,2025,female,01,1-4,45406.140625
Tharaka-Nithi,2025,female,01,1-4,14545.5732421875
TransNzoia,2025,female,01,1-4,57738.70703125
Turkana,2025,female,01,1-4,59365.9296875
UasinGishu,2025,female,01,1-4,65816.421875
Vihiga,2025,female,01,1-4,26679.6875
Wajir,2025,female,01,1-4,55920.0390625
WestPokot,2025,female,01,1-4,54689.2578125
Baringo,2025,female,05,5-9,49919.6015625
Bomet,2025,female,05,5-9,63457.859375
Bungoma,2025,female,05,5-9,153629.03125
Busia,2025,female,05,5-9,67652.8046875
Elgeyo-Marakwet,2025,female,05,5-9,30049.923828125
Embu,2025,female,05,5-9,32161.330078125
Garissa,2025,female,05,5-9,82948.25
HomaBay,2025,female,05,5-9,85008.25
Isiolo,2025,female,05,5-9,29310.67578125
Kajiado,2025,female,05,5-9,91548.796875
Kakamega,2025,female,05,5-9,115484.703125
Kericho,2025,female,05,5-9,60742.9140625
Kiambu,2025,female,05,5-9,140986.078125
Kilifi,2025,female,05,5-9,112685.5390625
Kirinyaga,2025,female,05,5-9,40529.60546875
Kisii,2025,female,05,5-9,85205.78125
Kisumu,2025,female,05,5-9,80106.984375
Kitui,2025,female,05,5-9,72336.4296875
Kwale,2025,female,05,5-9,73310.2265625
Laikipia,2025,female,05,5-9,34796.984375
Lamu,2025,female,05,5-9,10718.681640625
Machakos,2025,female,05,5-9,82537.4140625
Makueni,2025,female,05,5-9,55333.09375
Mandera,2025,female,05,5-9,93962.609375
Marsabit,2025,female,05,5-9,43972.734375
Meru,2025,female,05,5-9,88253.390625
Migori,2025,female,05,5-9,95659.5546875
Mombasa,2025,female,05,5-9,71758.1875
Murang'a,2025,female,05,5-9,55854.6640625
Nairobi,2025,female,05,5-9,257928.65625
Nakuru,2025,female,05,5-9,148252.34375
Nandi,2025,female,05,5-9,60092.4453125
Narok,2025,female,05,5-9,115649.0234375
Nyamira,2025,female,05,5-9,37581.76171875
Nyandarua,2025,female,05,5-9,36019.6875
Nyeri,2025,female,05,5-9,35974.07421875
Samburu,2025,female,05,5-9,30149.1875
Siaya,2025,female,05,5-9,74028.765625
TaitaTaveta,2025,female,05,5-9,19828.5078125
TanaRiver,2025,female,05,5-9,54161.46875
Tharaka-Nithi,2025,female,05,5-9,18287.08203125
TransNzoia,2025,female,05,5-9,75031.3125
Turkana,2025,female,05,5-9,75807.203125
UasinGishu,2025,female,05,5-9,77189.9609375
Vihiga,2025,female,05,5-9,37712.83984375
Wajir,2025,female,05,5-9,71850.71875
WestPokot,2025,female,05,5-9,61622.0078125
Baringo,2025,female,10,10-14,49958.4375
Bomet,2025,female,10,10-14,68492.6015625
Bungoma,2025,female,10,10-14,162370.34375
Busia,2025,female,10,10-14,73033.9453125
Elgeyo-Marakwet,2025,female,10,10-14,30470.62109375
Embu,2025,female,10,10-14,35426.5390625
Garissa,2025,female,10,10-14,74007.734375
HomaBay,2025,female,10,10-14,90700.921875
Isiolo,2025,female,10,10-14,26565.169921875
Kajiado,2025,female,10,10-14,81870.84375
Kakamega,2025,female,10,10-14,124886.203125
Kericho,2025,female,10,10-14,65075.16796875
Kiambu,2025,female,10,10-14,131014.796875
Kilifi,2025,female,10,10-14,112522.9140625
Kirinyaga,2025,female,10,10-14,43213.8046875
Kisii,2025,female,10,10-14,95832.7734375
Kisumu,2025,female,10,10-14,88594.03125
Kitui,2025,female,10,10-14,86140.9375
Kwale,2025,female,10,10-14,69413.7265625
Laikipia,2025,female,10,10-14,34625.9453125
Lamu,2025,female,10,10-14,10335.052734375
Machakos,2025,female,10,10-14,88762.2265625
Makueni,2025,female,10,10-14,67450.28125
Mandera,2025,female,10,10-14,76343.296875
Marsabit,2025,female,10,10-14,39717.2890625
Meru,2025,female,10,10-14,97454.1484375
Migori,2025,female,10,10-14,98886.890625
Mombasa,2025,female,10,10-14,63174.5859375
Murang'a,2025,female,10,10-14,56671.15234375
Nairobi,2025,female,10,10-14,226667.203125
Nakuru,2025,female,10,10-14,151332.5
Nandi,2025,female,10,10-14,64588.13671875
Narok,2025,female,10,10-14,103555.6328125
Nyamira,2025,female,10,10-14,43938.5
Nyandarua,2025,female,10,10-14,39032.6328125
Nyeri,2025,female,10,10-14,36180.75
Samburu,2025,female,10,10-14,26596.5234375
Siaya,2025,female,10,10-14,79892.5
TaitaTaveta,2025,female,10,10-14,20748.720703125
TanaRiver,2025,female,10,10-14,47839.3046875
Tharaka-Nithi,2025,female,10,10-14,20124.83984375
TransNzoia,2025,female,10,10-14,77491.078125
Turkana,2025,female,10,10-14,71041.96875
UasinGishu,2025,female,10,10-14,80875.0625
Vihiga,2025,female,10,10-14,42054.8359375
Wajir,2025,female,10,10-14,62982.5625
WestPokot,2025,female,10,10-14,54035.12890625
Baringo,2025,female,15,15-19,45570.60546875
Bomet,2025,female,15,15-19,66043.1328125
Bungoma,2025,female,15,15-19,151065.421875
Busia,2025,female,15,15-19,70969.4375
Elgeyo-Marakwet,2025,female,15,15-19,29428.421875
Embu,2025,female,15,15-19,37944.06640625
Garissa,2025,female,15,15-19,66332.7734375
HomaBay,2025,female,15,15-19,79824.375
Isiolo,2025,female,15,15-19,23549.74609375
Kajiado,2025,female,15,15-19,76140.4453125
Kakamega,2025,female,15,15-19,117167.671875
Kericho,2025,female,15,15-19,63360.078125
Kiambu,2025,female,15,15-19,148878.578125
Kilifi,2025,female,15,15-19,108598.453125
Kirinyaga,2025,female,15,15-19,47141.55859375
Kisii,2025,female,15,15-19,86648.0234375
Kisumu,2025,female,15,15-19,86149.8671875
Kitui,2025,female,15,15-19,85890.6953125
Kwale,2025,female,15,15-19,62297.96875
Laikipia,2025,female,15,15-19,34037.375
Lamu,2025,female,15,15-19,9651.4931640625
Machakos,2025,female,15,15-19,91302.9140625
Makueni,2025,female,15,15-19,68667.2109375
Mandera,2025,female,15,15-19,62331.89453125
Marsabit,2025,female,15,15-19,34444.484375
Meru,2025,female,15,15-19,97908.203125
Migori,2025,female,15,15-19,86939.953125
Mombasa,2025,female,15,15-19,67773.1875
Murang'a,2025,female,15,15-19,57281.5703125
Nairobi,2025,female,15,15-19,263910.65625
Nakuru,2025,female,15,15-19,150812.34375
Nandi,2025,female,15,15-19,64649.2421875
Narok,2025,female,15,15-19,82786.3828125
Nyamira,2025,female,15,15-19,38788.85546875
Nyandarua,2025,female,15,15-19,40650.32421875
Nyeri,2025,female,15,15-19,39529.79296875
Samburu,2025,female,15,15-19,21843.6171875
Siaya,2025,female,15,15-19,72084.890625
TaitaTaveta,2025,female,15,15-19,20722.5546875
TanaRiver,2025,female,15,15-19,39784.3984375
Tharaka-Nithi,2025,female,15,15-19,20695.943359375
TransNzoia,2025,female,15,15-19,74042.03125
Turkana,2025,female,15,15-19,64751.0078125
UasinGishu,2025,female,15,15-19,85135.15625
Vihiga,2025,female,15,15-19,40391.38671875
Wajir,2025,female,15,15-19,52109.9375
WestPokot,2025,female,15,15-19,44954.66796875
Baringo,2025,female,20,20-24,35363.48046875
Bomet,2025,female,20,20-24,50269.6484375
Bungoma,2025,female,20,20-24,100116.2421875
Busia,2025,female,20,20-24,47921.01171875
Elgeyo-Marakwet,2025,female,20,20-24,22436.134765625
Embu,2025,female,20,20-24,30658.296875
Garissa,2025,female,20,20-24,50883.47265625
HomaBay,2025,female,20,20-24,59088.32421875
Isiolo,2025,female,20,20-24,19209.69140625
Kajiado,2025,female,20,20-24,92300.796875
Kakamega,2025,female,20,20-24,75576.8984375
Kericho,2025,female,20,20-24,51049.0625
Kiambu,2025,female,20,20-24,192707.875
Kilifi,2025,female,20,20-24,87710.703125
Kirinyaga,2025,female,20,20-24,37313.4453125
Kisii,2025,female,20,20-24,62953.16796875
Kisumu,2025,female,20,20-24,73872.828125
Kitui,2025,female,20,20-24,51415.26171875
Kwale,2025,female,20,20-24,48750.84375
Laikipia,2025,female,20,20-24,26813.82421875
Lamu,2025,female,20,20-24,7730.2197265625
Machakos,2025,female,20,20-24,86383.015625
Makueni,2025,female,20,20-24,43201.3046875
Mandera,2025,female,20,20-24,44185.1640625
Marsabit,2025,female,20,20-24,26798.74609375
Meru,2025,female,20,20-24,75485.2109375
Migori,2025,female,20,20-24,68083.765625
Mombasa,2025,female,20,20-24,91980.765625
Murang'a,2025,female,20,20-24,40787.3203125
Nairobi,2025,female,20,20-24,405595.53125
Nakuru,2025,female,20,20-24,134660.34375
Nandi,2025,female,20,20-24,47948.109375
Narok,2025,female,20,20-24,69792.1953125
Nyamira,2025,female,20,20-24,26086.36328125
Nyandarua,2025,female,20,20-24,26435.22265625
Nyeri,2025,female,20,20-24,31701.580078125
Samburu,2025,female,20,20-24,18994.15625
Siaya,2025,female,20,20-24,51283.00390625
TaitaTaveta,2025,female,20,20-24,16960.1640625
TanaRiver,2025,female,20,20-24,33519.20703125
Tharaka-Nithi,2025,female,20,20-24,15059.216796875
TransNzoia,2025,female,20,20-24,51682.9765625
Turkana,2025,female,20,20-24,51510.1953125
UasinGishu,2025,female,20,20-24,80394.6171875
Vihiga,2025,female,20,20-24,23753.234375
Wajir,2025,female,20,20-24,37808.76171875
WestPokot,2025,female,20,20-24,36240.3203125
Baringo,2025,female,25,25-29,26969.04296875
Bomet,2025,female,25,25-29,40493.0703125
Bungoma,2025,female,25,25-29,78007.3828125
Busia,2025,female,25,25-29,37491.20703125
Elgeyo-Marakwet,2025,female,25,25-29,17207.140625
Embu,2025,female,25,25-29,25229.583984375
Garissa,2025,female,25,25-29,42940.875
HomaBay,2025,female,25,25-29,47086.2109375
Isiolo,2025,female,25,25-29,15457.84375
Kajiado,2025,female,25,25-29,83881.703125
Kakamega,2025,female,25,25-29,60282.375
Kericho,2025,female,25,25-29,42801.75
Kiambu,2025,female,25,25-29,169888.640625
Kilifi,2025,female,25,25-29,72725.796875
Kirinyaga,2025,female,25,25-29,32819.67578125
Kisii,2025,female,25,25-29,56186.92578125
Kisumu,2025,female,25,25-29,61363.15234375
Kitui,2025,female,25,25-29,39713.078125
Kwale,2025,female,25,25-29,42062.50390625
Laikipia,2025,female,25,25-29,22231.3359375
Lamu,2025,female,25,25-29,6376.8857421875
Machakos,2025,female,25,25-29,76138.4375
Makueni,2025,female,25,25-29,36168.8203125
Mandera,2025,female,25,25-29,33562.8671875
Marsabit,2025,female,25,25-29,20948.333984375
Meru,2025,female,25,25-29,62212.22265625
Migori,2025,female,25,25-29,52793.30859375
Mombasa,2025,female,25,25-29,87053.5
Murang'a,2025,female,25,25-29,35277.0234375
Nairobi,2025,female,25,25-29,384906.5625
Nakuru,2025,female,25,25-29,114314.15625
Nandi,2025,female,25,25-29,39174.3828125
Narok,2025,female,25,25-29,56674.359375
Nyamira,2025,female,25,25-29,25148.35546875
Nyandarua,2025,female,25,25-29,21442.58203125
Nyeri,2025,female,25,25-29,26601.30078125
Samburu,2025,female,25,25-29,14334.943359375
Siaya,2025,female,25,25-29,42304.83203125
TaitaTaveta,2025,female,25,25-29,14649.19140625
TanaRiver,2025,female,25,25-29,27417.23046875
Tharaka-Nithi,2025,female,25,25-29,12457.607421875
TransNzoia,2025,female,25,25-29,41271.31640625
Turkana,2025,female,25,25-29,42744.890625
UasinGishu,2025,female,25,25-29,64416.078125
Vihiga,2025,female,25,25-29,18565.70703125
Wajir,2025,female,25,25-29,33530.26953125
WestPokot,2025,female,25,25-29,27438.96484375
Baringo,2025,female,30,30-34,21187.205078125
Bomet,2025,female,30,30-34,36664.8671875
Bungoma,2025,female,30,30-34,70572.2890625
Busia,2025,female,30,30-34,33080.41015625
Elgeyo-Marakwet,2025,female,30,30-34,14335.447265625
Embu,2025,female,30,30-34,25305.2734375
Garissa,2025,female,30,30-34,30814.74609375
HomaBay,2025,female,30,30-34,43887.1015625
Isiolo,2025,female,30,30-34,12975.0078125
Kajiado,2025,female,30,30-34,66013.5546875
Kakamega,2025,female,30,30-34,57794.5390625
Kericho,2025,female,30,30-34,38387.62109375
Kiambu,2025,female,30,30-34,140840.6875
Kilifi,2025,female,30,30-34,60823.015625
Kirinyaga,2025,female,30,30-34,37181.6484375
Kisii,2025,female,30,30-34,54898.734375
Kisumu,2025,female,30,30-34,52340.20703125
Kitui,2025,female,30,30-34,39455.6953125
Kwale,2025,female,30,30-34,35105.05859375
Laikipia,2025,female,30,30-34,21103.51953125
Lamu,2025,female,30,30-34,5716.8212890625
Machakos,2025,female,30,30-34,68257.796875
Makueni,2025,female,30,30-34,35535.6328125
Mandera,2025,female,30,30-34,25037.19140625
Marsabit,2025,female,30,30-34,15955.6025390625
Meru,2025,female,30,30-34,62215.05859375
Migori,2025,female,30,30-34,44806.59765625
Mombasa,2025,female,30,30-34,68067.078125
Murang'a,2025,female,30,30-34,36509.7890625
Nairobi,2025,female,30,30-34,294405.59375
Nakuru,2025,female,30,30-34,101505.5
Nandi,2025,female,30,30-34,36552.79296875
Narok,2025,female,30,30-34,46141.08984375
Nyamira,2025,female,30,30-34,26052.265625
Nyandarua,2025,female,30,30-34,22330.18359375
Nyeri,2025,female,30,30-34,27931.119140625
Samburu,2025,female,30,30-34,10916.8701171875
Siaya,2025,female,30,30-34,39068.06640625
TaitaTaveta,2025,female,30,30-34,12959.5439453125
TanaRiver,2025,female,30,30-34,20323.123046875
Tharaka-Nithi,2025,female,30,30-34,12382.484375
TransNzoia,2025,female,30,30-34,36571.8984375
Turkana,2025,female,30,30-34,31852.896484375
UasinGishu,2025,female,30,30-34,53678.25390625
Vihiga,2025,female,30,30-34,18048.142578125
Wajir,2025,female,30,30-34,25940.1015625
WestPokot,2025,female,30,30-34,21504.353515625
Baringo,2025,female,35,35-39,17912.126953125
Bomet,2025,female,35,35-39,23302.52734375
Bungoma,2025,female,35,35-39,56456.25
Busia,2025,female,35,35-39,26545.513671875
Elgeyo-Marakwet,2025,female,35,35-39,11773.8203125
Embu,2025,female,35,35-39,27430.9921875
Garissa,2025,female,35,35-39,30457.9375
HomaBay,2025,female,35,35-39,31468.3671875
Isiolo,2025,female,35,35-39,10607.876953125
Kajiado,2025,female,35,35-39,54510.36328125
Kakamega,2025,female,35,35-39,46454.51171875
Kericho,2025,female,35,35-39,26299.16796875
Kiambu,2025,female,35,35-39,134272.71875
Kilifi,2025,female,35,35-39,45132.29296875
Kirinyaga,2025,female,35,35-39,44622.828125
Kisii,2025,female,35,35-39,38521.5
Kisumu,2025,female,35,35-39,39955.56640625
Kitui,2025,female,35,35-39,39105.6171875
Kwale,2025,female,35,35-39,29189.119140625
Laikipia,2025,female,35,35-39,20220.921875
Lamu,2025,female,35,35-39,5167.1533203125
Machakos,2025,female,35,35-39,67629.84375
Makueni,2025,female,35,35-39,36233.33984375
Mandera,2025,female,35,35-39,20807.462890625
Marsabit,2025,female,35,35-39,12119.904296875
Meru,2025,female,35,35-39,65032.95703125
Migori,2025,female,35,35-39,32129.046875
Mombasa,2025,female,35,35-39,58009.12109375
Murang'a,2025,female,35,35-39,42936.30859375
Nairobi,2025,female,35,35-39,244138.359375
Nakuru,2025,female,35,35-39,90748.09375
Nandi,2025,female,35,35-39,28270.328125
Narok,2025,female,35,35-39,34676.07421875
Nyamira,2025,female,35,35-39,18773.984375
Nyandarua,2025,female,35,35-39,25190.4140625
Nyeri,2025,female,35,35-39,32987.25390625
Samburu,2025,female,35,35-39,8024.8583984375
Siaya,2025,female,35,35-39,32098.875
TaitaTaveta,2025,female,35,35-39,13380.9345703125
TanaRiver,2025,female,35,35-39,18069.1953125
Tharaka-Nithi,2025,female,35,35-39,12889.4873046875
TransNzoia,2025,female,35,35-39,30935.404296875
Turkana,2025,female,35,35-39,27782.5078125
UasinGishu,2025,female,35,35-39,45686.40234375
Vihiga,2025,female,35,35-39,17525.96484375
Wajir,2025,female,35,35-39,22458.4921875
WestPokot,2025,female,35,35-39,16172.25390625
Baringo,2025,female,40,40-44,14808.056640625
Bomet,2025,female,40,40-44,22485.98046875
Bungoma,2025,female,40,40-44,52763.5625
Busia,2025,female,40,40-44,23737.19921875
Elgeyo-Marakwet,2025,female,40,40-44,10110.07421875
Embu,2025,female,40,40-44,22576.43359375
Garissa,2025,female,40,40-44,23494.12109375
HomaBay,2025,female,40,40-44,27484.64453125
Isiolo,2025,female,40,40-44,7467.607421875
Kajiado,2025,female,40,40-44,39038.3359375
Kakamega,2025,female,40,40-44,43002.46484375
Kericho,2025,female,40,40-44,23738.7421875
Kiambu,2025,female,40,40-44,98007.3125
Kilifi,2025,female,40,40-44,45043.9765625
Kirinyaga,2025,female,40,40-44,37139.53125
Kisii,2025,female,40,40-44,32473.05859375
Kisumu,2025,female,40,40-44,30981.0859375
Kitui,2025,female,40,40-44,33830.9453125
Kwale,2025,female,40,40-44,26547.68359375
Laikipia,2025,female,40,40-44,16938.41015625
Lamu,2025,female,40,40-44,4424.7216796875
Machakos,2025,female,40,40-44,53819.91796875
Makueni,2025,female,40,40-44,30849.478515625
Mandera,2025,female,40,40-44,16315.22265625
Marsabit,2025,female,40,40-44,9847.6015625
Meru,2025,female,40,40-44,50352.3359375
Migori,2025,female,40,40-44,27311.36328125
Mombasa,2025,female,40,40-44,41888.3125
Murang'a,2025,female,40,40-44,37037.75
Nairobi,2025,female,40,40-44,161700.46875
Nakuru,2025,female,40,40-44,70173.046875
Nandi,2025,female,40,40-44,25019.14453125
Narok,2025,female,40,40-44,29641.73828125
Nyamira,2025,female,40,40-44,16919.15234375
Nyandarua,2025,female,40,40-44,21476.859375
Nyeri,2025,female,40,40-44,28236.611328125
Samburu,2025,female,40,40-44,6524.150390625
Siaya,2025,female,40,40-44,26984.689453125
TaitaTaveta,2025,female,40,40-44,11009.6259765625
TanaRiver,2025,female,40,40-44,13914.8828125
Tharaka-Nithi,2025,female,40,40-44,10515.57421875
TransNzoia,2025,female,40,40-44,28039.89453125
Turkana,2025,female,40,40-44,21058.05859375
UasinGishu,2025,female,40,40-44,36133.296875
Vihiga,2025,female,40,40-44,15821.0927734375
Wajir,2025,female,40,40-44,16832.609375
WestPokot,2025,female,40,40-44,13753.3974609375
Baringo,2025,female,45,45-49,13435.494140625
Bomet,2025,female,45,45-49,20834.7265625
Bungoma,2025,female,45,45-49,42242.1640625
Busia,2025,female,45,45-49,18670.046875
Elgeyo-Marakwet,2025,female,45,45-49,9276.70703125
Embu,2025,female,45,45-49,19679.10546875
Garissa,2025,female,45,45-49,13042.02734375
HomaBay,2025,female,45,45-49,22057.748046875
Isiolo,2025,female,45,45-49,5707.876953125
Kajiado,2025,female,45,45-49,29288.06640625
Kakamega,2025,female,45,45-49,34480.16015625
Kericho,2025,female,45,45-49,21058.97265625
Kiambu,2025,female,45,45-49,76236.8203125
Kilifi,2025,female,45,45-49,30771.978515625
Kirinyaga,2025,female,45,45-49,31655.576171875
Kisii,2025,female,45,45-49,32096.4140625
Kisumu,2025,female,45,45-49,22085.224609375
Kitui,2025,female,45,45-49,31919.64453125
Kwale,2025,female,45,45-49,19057.76953125
Laikipia,2025,female,45,45-49,14460.302734375
Lamu,2025,female,45,45-49,3657.04248046875
Machakos,2025,female,45,45-49,41545.13671875
Makueni,2025,female,45,45-49,30033.89453125
Mandera,2025,female,45,45-49,8742.365234375
Marsabit,2025,female,45,45-49,7760.9677734375
Meru,2025,female,45,45-49,43580.7578125
Migori,2025,female,45,45-49,22744.3046875
Mombasa,2025,female,45,45-49,28916.16015625
Murang'a,2025,female,45,45-49,34255.44140625
Nairobi,2025,female,45,45-49,107458.734375
Nakuru,2025,female,45,45-49,58510.765625
Nandi,2025,female,45,45-49,21845.51171875
Narok,2025,female,45,45-49,24585.68359375
Nyamira,2025,female,45,45-49,15279.0576171875
Nyandarua,2025,female,45,45-49,20029.29296875
Nyeri,2025,female,45,45-49,25805.658203125
Samburu,2025,female,45,45-49,5999.0849609375
Siaya,2025,female,45,45-49,21660.4375
TaitaTaveta,2025,female,45,45-49,9899.46875
TanaRiver,2025,female,45,45-49,11145.720703125
Tharaka-Nithi,2025,female,45,45-49,10221.1318359375
TransNzoia,2025,female,45,45-49,21822.01953125
Turkana,2025,female,45,45-49,15496.4453125
UasinGishu,2025,female,45,45-49,29460.35546875
Vihiga,2025,female,45,45-49,13529.501953125
Wajir,2025,female,45,45-49,8503.970703125
WestPokot,2025,female,45,45-49,12104.3935546875
Baringo,2025,female,50,50-54,11132.8388671875
Bomet,2025,female,50,50-54,13371.7890625
Bungoma,2025,female,50,50-54,37705.375
Busia,2025,female,50,50-54,18884.28125
